Name,Value,Type
cb4_v1328,"1.80365E-11, 4.59149E-41, 3.19254E+08, 5.32493E-43",float4
cb4_v1329,"3.19249E+08, 5.32493E-43, 1.48909E-11, 4.59149E-41",float4
cb4_v1330,"3.19254E+08, 5.32493E-43, 1.40130E-45, 0.00",float4
cb4_v1331,"1.80271E-11, 4.59149E-41, 1.50728E-11, 4.59149E-41",float4
cb4_v1332,"1.79036E-11, 4.59149E-41, 0.02814, 1.16308E-43",float4
cb4_v1333,"3.19249E+08, 5.32493E-43, 3.51299E-22, 5.31092E-43",float4
cb4_v1334,"9.41673E-43, 0.00, 1.24756E-24, 5.31092E-43",float4
cb4_v1335,"3.19249E+08, 5.32493E-43, 1.48902E-11, 4.59149E-41",float4
cb4_v1336,"3.19249E+08, 5.32493E-43, 3.19251E+08, 5.32493E-43",float4
cb4_v1337,"8.96831E-44, 0.00, 0.00, 0.00",float4
cb4_v1338,"1.83123E+17, 5.32493E-43, 0.02814, 1.16308E-43",float4
cb4_v1339,"3.19258E+08, 5.32493E-43, 1.50729E-11, 4.59149E-41",float4
cb4_v1340,"0.02814, 1.16308E-43, 1.40130E-45, 0.00",float4
cb4_v1341,"9.30462E-43, 0.00, 0.00, 4.59135E-41",float4
cb4_v1342,"9.78428E-37, 0.00, 8.96831E-44, 0.00",float4
cb4_v1343,"3.19251E+08, 5.32493E-43, 1.48916E-11, 4.59149E-41",float4
cb4_v1344,"1.78200E-11, 4.59149E-41, 0.00, 0.00",float4
cb4_v1345,"1.80269E-11, 4.59149E-41, 0.02814, 1.16308E-43",float4
cb4_v1346,"0.02814, 1.16308E-43, 1.48909E-11, 4.59149E-41",float4
cb4_v1347,"0.02814, 1.16308E-43, 1.40130E-45, 0.00",float4
cb4_v1348,"1.80269E-11, 4.59149E-41, 1.50728E-11, 4.59149E-41",float4
cb4_v1349,"1.79036E-11, 4.59149E-41, 0.02814, 1.16308E-43",float4
cb4_v1350,"3.19249E+08, 5.32493E-43, 0.00, 0.00",float4
cb4_v1351,"3.19250E+08, 5.32493E-43, 0.02814, 1.16308E-43",float4
cb4_v1352,"3.51297E-22, 5.31092E-43, 1.48884E-11, 4.59149E-41",float4
cb4_v1353,"3.19249E+08, 5.32493E-43, 0.02814, 1.16308E-43",float4
cb4_v1354,"8.96831E-44, 0.00, 1.97180E-07, 4.59149E-41",float4
cb4_v1355,"3.21532E-39, 0.00, 2.80260E-45, 0.00",float4
cb4_v1356,"-0.00028, 5.31092E-43, 1.48878E-11, 4.59149E-41",float4
cb4_v1357,"3.19251E+08, 5.32493E-43, 8.74410E-43, 0.00",float4
cb4_v1358,"0.00, 0.00, 1.25323E-24, 5.31092E-43",float4
cb4_v1359,"0.02814, 1.16308E-43, 1.24723E-24, 5.31092E-43",float4
cb4_v1360,"1.24730E-24, 5.31092E-43, 0.02814, 1.16308E-43",float4
cb4_v1361,"1.34525E-43, 0.00, 1.24756E-24, 5.31092E-43",float4
cb4_v1362,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1363,"0.00, 0.00, 1.34525E-43, 0.00",float4
cb4_v1364,"1.12104E-43, 0.00, 8.96831E-44, 0.00",float4
cb4_v1365,"1.29247E-24, 5.31092E-43, 0.02814, 1.16308E-43",float4
cb4_v1366,"8.40779E-45, 0.00, 1.97163E-07, 4.59149E-41",float4
cb4_v1367,"1.24723E-24, 5.31092E-43, 1.40130E-45, 5.32493E-43",float4
cb4_v1368,"1.12104E-43, 0.00, 0.00, 5.31092E-43",float4
cb4_v1369,"1.27881E-14, 5.31092E-43, 0.00, 0.00",float4
cb4_v1370,"0.00, 2.80260E-45, 0.00, 0.00",float4
cb4_v1371,"0.00, 0.00, -7.93171E+27, 4.59135E-41",float4
cb4_v1372,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1373,"9.70187E-15, 5.31092E-43, 1.27881E-14, 5.31092E-43",float4
cb4_v1374,"0.00, 0.00, 1.89812E-14, 5.31092E-43",float4
cb4_v1375,"1.31898E-24, 5.31092E-43, 0.00, 0.00",float4
cb4_v1376,"0.00, 0.00, -8.68572E+27, 4.59135E-41",float4
cb4_v1377,"9.70187E-15, 5.31092E-43, 0.02814, 1.16308E-43",float4
cb4_v1378,"1.89812E-14, 5.31092E-43, 1.40130E-45, 0.00",float4
cb4_v1379,"0.00, 5.31092E-43, 6.78004E-41, 0.00",float4
cb4_v1380,"0.02814, 1.16308E-43, 1.00271E-14, 5.31092E-43",float4
cb4_v1381,"1.31898E-24, 5.31092E-43, 0.00, 0.00",float4
cb4_v1382,"1.00271E-14, 5.31092E-43, 0.00, 0.00",float4
cb4_v1383,"0.02814, 1.16308E-43, 5.79142E-09, 4.59149E-41",float4
cb4_v1384,"0.00, 0.00, 1.12104E-43, 0.00",float4
cb4_v1385,"3.51297E-22, 5.31092E-43, 0.00, 5.31092E-43",float4
cb4_v1386,"1.00271E-14, 5.31092E-43, 1.40558E+19, 4.59135E-41",float4
cb4_v1387,"1.12104E-43, 0.00, 1.80269E-11, 4.59149E-41",float4
cb4_v1388,"0.02814, 1.16308E-43, 1.40130E-45, 0.00",float4
cb4_v1389,"1.00272E-14, 5.31092E-43, 4.42205E+18, 4.59135E-41",float4
cb4_v1390,"1.40130E-45, 5.31092E-43, 1.50835E-11, 4.59149E-41",float4
cb4_v1391,"9.66414E-15, 5.31092E-43, 0.00, 0.00",float4
cb4_v1392,"0.02814, 1.16308E-43, 5.56174E+18, 4.59135E-41",float4
cb4_v1393,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1394,"0.02814, 1.16308E-43, 0.00, 0.00",float4
cb4_v1395,"0.02814, 1.16308E-43, 25618.625, 5.32493E-43",float4
cb4_v1396,"nan, nan, 3.17171E+08, 5.32493E-43",float4
cb4_v1397,"3.51299E-22, 5.31092E-43, 1.50254E-11, 4.59149E-41",float4
cb4_v1398,"1.00271E-14, 5.31092E-43, 5.63806E+18, 4.59135E-41",float4
cb4_v1399,"0.00, 0.00, 3.51759E-22, 5.31092E-43",float4
cb4_v1400,"25618.625, 5.32493E-43, 0.00, 0.00",float4
cb4_v1401,"25618.625, 5.32493E-43, 0.00, 0.00",float4
cb4_v1402,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1403,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1404,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1405,"0.00, 0.00, -2.02807E+28, 4.59135E-41",float4
cb4_v1406,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1407,"0.00, 0.00, 9.66435E-15, 5.31092E-43",float4
cb4_v1408,"0.00, 0.00, 1.67627E-11, 4.59149E-41",float4
cb4_v1409,"nan, nan, 9.66435E-15, 5.31092E-43",float4
cb4_v1410,"3.19269E+08, 5.32493E-43, 3.19258E+08, 5.32493E-43",float4
cb4_v1411,"1.52243E+19, 4.59135E-41, 0.00, 0.00",float4
cb4_v1412,"-1.20322E-10, 5.31092E-43, 1.52243E+19, 4.59135E-41",float4
cb4_v1413,"2.50227E-29, 5.32493E-43, -1.20322E-10, 5.31092E-43",float4
cb4_v1414,"0.00, 0.00, 1.52243E+19, 4.59135E-41",float4
cb4_v1415,"0.00, 0.00, 2.05111E-39, 0.00",float4
cb4_v1416,"0.02814, 1.16308E-43, 5.77448E+18, 4.59135E-41",float4
cb4_v1417,"25618.625, 5.32493E-43, 2.05111E-39, 0.00",float4
cb4_v1418,"1.00271E-14, 5.31092E-43, 0.00, 0.00",float4
cb4_v1419,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1420,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1421,"2.80260E-45, 0.00, 3.19258E+08, 5.32493E-43",float4
cb4_v1422,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1423,"4.76441E-44, 5.60519E-45, 0.00, 0.00",float4
cb4_v1424,"0.00, 0.00, 3.26446E-41, 0.00",float4
cb4_v1425,"0.02814, 1.16308E-43, 4.79624E+18, 4.59135E-41",float4
cb4_v1426,"2.49401E-29, 5.32493E-43, 5.28433E+18, 4.59135E-41",float4
cb4_v1427,"1.00272E-14, 5.31092E-43, 0.00, 0.00",float4
cb4_v1428,"2.80260E-45, 0.00, 3.19258E+08, 5.32493E-43",float4
cb4_v1429,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1430,"1.43493E-42, 1.43493E-42, 5.28433E+18, 4.59135E-41",float4
cb4_v1431,"1.00271E-14, 5.31092E-43, 5.28430E+18, 4.59135E-41",float4
cb4_v1432,"8.22771E+07, 5.32493E-43, 1.13423E-14, 5.31092E-43",float4
cb4_v1433,"2.86986E-42, 4.20390E-45, 0.00, 1.83671E-40",float4
cb4_v1434,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1435,"1.00271E-14, 5.31092E-43, 1.00271E-14, 5.31092E-43",float4
cb4_v1436,"nan, nan, 5.63815E+18, 4.59135E-41",float4
cb4_v1437,"1.00271E-14, 5.31092E-43, 1.96842E-07, 4.59149E-41",float4
cb4_v1438,"2.46629E-43, 0.00, 2.46629E-43, 0.00",float4
cb4_v1439,"8.21807E+07, 5.32493E-43, 1.00271E-14, 5.31092E-43",float4
cb4_v1440,"1.13422E-14, 5.31092E-43, 5.62882E+18, 4.59135E-41",float4
cb4_v1441,"-0.00004, 5.31092E-43, 8.82818E-44, 5.32493E-43",float4
cb4_v1442,"2.50227E-29, 5.32493E-43, -1.05565E+20, 5.31092E-43",float4
cb4_v1443,"8.24860E+07, 5.32493E-43, 1.00712E-14, 5.31092E-43",float4
cb4_v1444,"1.24723E-24, 5.31092E-43, 0.00, 0.00",float4
cb4_v1445,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1446,"0.00, 0.00, nan, nan",float4
cb4_v1447,"1.52052E+19, 4.59135E-41, 0.00, 0.00",float4
cb4_v1448,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1449,"-1.05787E+20, 5.31092E-43, 1.96770E-07, 4.59149E-41",float4
cb4_v1450,"21760.09375, 5.32493E-43, 1.29247E-24, 5.31092E-43",float4
cb4_v1451,"1.31898E-24, 5.31092E-43, 0.00, 0.00",float4
cb4_v1452,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1453,"0.02814, 1.16308E-43, 5.78988E-09, 4.59149E-41",float4
cb4_v1454,"1.13425E-14, 5.31092E-43, 0.00, 0.00",float4
cb4_v1455,"1.31848E-24, 5.31092E-43, 1.52052E+19, 4.59135E-41",float4
cb4_v1456,"0.02814, 1.16308E-43, 4.85040E+18, 4.59135E-41",float4
cb4_v1457,"1.13425E-14, 5.31092E-43, 0.00, 0.00",float4
cb4_v1458,"0.00, 0.00, 1.13425E-14, 5.31092E-43",float4
cb4_v1459,"1.31907E-24, 5.31092E-43, 5.61024E+18, 4.59135E-41",float4
cb4_v1460,"1.13425E-14, 5.31092E-43, 0.00, 0.00",float4
cb4_v1461,"1.13425E-14, 5.31092E-43, 0.00, 0.00",float4
cb4_v1462,"1.52052E+19, 4.59135E-41, 2.63444E-42, 0.00",float4
cb4_v1463,"1.52077E+19, 4.59135E-41, 0.00, 0.00",float4
cb4_v1464,"nan, nan, 1.40130E-45, 0.00",float4
cb4_v1465,"5.86082E+07, 5.32493E-43, 0.00, 0.00",float4
cb4_v1466,"nan, 0.00, 0.00, 0.00",float4
cb4_v1467,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1468,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1469,"3.99627E+21, 0.00, 0.00, 0.00",float4
cb4_v1470,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1471,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1472,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1473,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1474,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1475,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1476,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1477,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1478,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1479,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1480,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1481,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1482,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1483,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1484,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1485,"0.00, 0.00, 0.00, nan",float4
cb4_v1486,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1487,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1488,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1489,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1490,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1491,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1492,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1493,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1494,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1495,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1496,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1497,"0.00, 0.00, 4.60464E+18, 4.59135E-41",float4
cb4_v1498,"1.31898E-24, 5.31092E-43, 1.31898E-24, 5.31092E-43",float4
cb4_v1499,"3.91412E-38, 0.00, 1.31898E-24, 5.31092E-43",float4
cb4_v1500,"0.02814, 1.16308E-43, 4.60367E+18, 4.59135E-41",float4
cb4_v1501,"1.31912E-24, 5.31092E-43, 1.53998E+21, 4.59135E-41",float4
cb4_v1502,"nan, nan, 1.31907E-24, 5.31092E-43",float4
cb4_v1503,"2.43385E-22, 5.31092E-43, 5.61458E+18, 4.59135E-41",float4
cb4_v1504,"3.91412E-38, 0.00, 1.31898E-24, 5.31092E-43",float4
cb4_v1505,"1.31898E-24, 5.31092E-43, 2.43385E-22, 5.31092E-43",float4
cb4_v1506,"1.40130E-45, 0.00, -8.94475E+32, 4.59037E-41",float4
cb4_v1507,"1525.85547, 5.32493E-43, 1.40130E-43, 0.00",float4
cb4_v1508,"2.46629E-43, 2.00, 1.06423E-14, 5.31092E-43",float4
cb4_v1509,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1510,"0.00, 0.00, nan, nan",float4
cb4_v1511,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1512,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1513,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1514,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1515,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1516,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1517,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1518,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1519,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1520,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1521,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1522,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1523,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1524,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1525,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1526,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1527,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1528,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1529,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1530,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1531,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1532,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1533,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1534,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1535,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1536,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1537,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1538,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1539,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1540,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1541,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1542,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1543,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1544,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1545,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1546,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1547,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1548,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1549,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1550,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1551,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1552,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1553,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1554,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1555,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1556,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1557,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1558,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1559,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1560,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1561,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1562,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1563,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1564,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1565,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1566,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1567,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1568,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1569,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1570,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1571,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1572,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1573,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1574,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1575,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1576,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1577,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1578,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1579,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1580,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1581,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1582,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1583,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1584,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1585,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1586,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1587,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1588,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1589,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1590,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1591,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1592,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1593,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1594,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1595,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1596,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1597,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1598,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1599,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1600,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1601,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1602,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1603,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1604,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1605,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1606,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1607,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1608,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1609,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1610,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1611,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1612,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1613,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1614,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1615,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1616,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1617,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1618,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1619,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1620,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1621,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1622,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1623,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1624,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1625,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1626,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1627,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1628,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1629,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1630,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1631,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1632,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1633,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1634,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1635,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1636,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1637,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1638,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1639,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1640,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1641,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1642,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1643,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1644,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1645,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1646,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1647,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1648,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1649,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1650,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1651,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1652,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1653,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1654,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1655,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1656,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1657,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1658,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1659,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1660,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1661,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1662,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1663,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1664,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1665,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1666,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1667,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1668,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1669,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1670,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1671,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1672,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1673,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1674,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1675,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1676,"0.02818, 0.00, -1.00658E+31, 4.59037E-41",float4
cb4_v1677,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1678,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1679,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1680,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1681,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1682,"6.05004E-27, 5.32493E-43, 1.26117E-44, 0.00",float4
cb4_v1683,"10646.19043, -5363.80127, -1.70605E+08, 0.00",float4
cb4_v1684,"65.24335, 101.55241, 55.06226, 0.00",float4
cb4_v1685,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1686,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1687,"6.05004E-27, 5.32493E-43, 0.00, 0.00",float4
cb4_v1688,"491520.00, -491520.00, -491520.00, 0.00",float4
cb4_v1689,"557056.00, 557056.00, 557056.00, 0.00",float4
cb4_v1690,"295936.00, 261120.00, 0.00, 0.00",float4
cb4_v1691,"6.05004E-27, 5.32493E-43, 0.00, 0.00",float4
cb4_v1692,"491520.00, -491520.00, -491520.00, 0.00",float4
cb4_v1693,"557056.00, 557056.00, 557056.00, 0.00",float4
cb4_v1694,"295936.00, 261120.00, 0.00, 0.00",float4
cb4_v1695,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1696,"0.00, 1.40130E-45, 0.00, 0.00",float4
cb4_v1697,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1698,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1699,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1700,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1701,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1702,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1703,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1704,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1705,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1706,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1707,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1708,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1709,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1710,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1711,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1712,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1713,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1714,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1715,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1716,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1717,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1718,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1719,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1720,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1721,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1722,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1723,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1724,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1725,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1726,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1727,"0.00, 0.00, 0.00, 0.00",float4
